hanzi,sentence,en
以往,他比以往更加努力了。,He is working harder than ever before.
以至于,他太紧张，以至于说不出话。,He was so nervous that he couldn't speak.
以致,他没复习，以致考试不及格。,He didn't review
仪器,实验室里有精密仪器。,The lab has precision instruments.
价,这个价我可以接受。,I can accept this price.
价钱,这件衣服的价钱不贵。,The price of this piece of clothing isn't expensive.
任,他被任为项目经理。,He was appointed as the project manager.
任意,你可以任意选择座位。,You may choose any seat you like.
仿佛,她仿佛没听见。,It seemed as if she hadn't heard.
休想,你休想骗过我的眼睛。,Don't even think about fooling me.
休眠,这座火山已经休眠很久。,This volcano has been dormant for a long time.
休闲,周末适合休闲放松。,Weekends are good for leisure and relaxation.
众人,众人纷纷点头同意。,Everyone nodded in agreement.
优质,这家工厂生产优质产品。,This factory produces high-quality products.
优越,他家的经济条件十分优越。,His family's financial situation is very advantageous.
优雅,她的动作十分优雅。,Her movements are very graceful.
会场,会场里坐满了代表。,The meeting hall was filled with delegates.
会见,校长今天会见客人。,The principal is meeting guests today.
会诊,几位专家为病人会诊。,Several experts held a consultation for the patient.
传奇,他的一生充满传奇色彩。,His life was full of legendary color.
传承,这门手艺代代传承。,This craft has been passed down through generations.
传授,老师向学生传授知识。,The teacher imparts knowledge to the students.
传染,这种病会传染给别人。,This disease can be transmitted to others.
传染病,医院正在预防传染病。,The hospital is preventing infectious disease.
传记,她读了一本名人传记。,She read a biography of a famous person.
传达,他向大家传达了消息。,He conveyed the news to everyone.
伤口,医生正在处理伤口。,The doctor is treating the wound.
伪装,他伪装成一名医生。,He disguised himself as a doctor.
伯父,我伯父住在上海。,My uncle lives in Shanghai.
伴,老人希望有个伴。,The old man wishes for a companion.
伴随,成功往往伴随着汗水。,Success is often accompanied by hard work.
位子,请帮我占一个位子。,Please save a seat for me.
低下,他出身低下但很努力。,His background is humble but he works hard.
低价,商店正在低价出售。,The store is selling at a low price.
低估,不要低估对手的实力。,Don't underestimate your opponent's strength.
低温,冰箱要保持低温状态。,The fridge needs to stay at a low temperature.
住处,他终于找到了住处。,He finally found a place to live.
住宅,这一带都是高档住宅。,This area is all upscale residences.
住房,政府增加了住房供应。,The government increased housing supply.
体操,她从小练习体操。,She has practiced gymnastics since childhood.
体温,护士给病人量体温。,The nurse takes the patient's temperature.
体能,运动员每天训练体能。,Athletes train their physical fitness every day.
体谅,请你多体谅他的难处。,Please be more understanding of his difficulties.
体贴,丈夫对她很体贴。,Her husband is very considerate towards her.
体重,他最近体重下降了。,His weight has dropped recently.
体面,他希望工作体面一点。,He hopes for a job with more dignity.
何况,大人都累，何况小孩。,"Even adults get tired, let alone kids."
何必,你何必这么生气呢。,Why must you be so angry?
余,余今日甚感欣慰。,I feel quite gratified today.
作战,士兵们勇敢地作战。,The soldiers fought bravely.
作文,老师让我们写一篇作文。,The teacher asked us to write an essay.
作风,他工作作风很严谨。,His work style is very rigorous.
佳节,中秋佳节全家团圆。,"During the Mid-Autumn festive day, the whole family reunites."
使劲,他使劲推开了大门。,He pushed the door open with all his strength.
使者,他被派去当和平使者。,He was sent as an envoy of peace.
例外,这次考试没有一个例外。,This exam had no exceptions at all.
供不应求,这种产品供不应求。,This product is in short supply.
供奉,村民在庙里供奉神像。,The villagers enshrine and worship a statue in the temple.
供求,价格由供求关系决定。,Price is determined by the relationship between supply and demand.
供给,农场供给全城的蔬菜。,The farm supplies vegetables to the whole city.
依,孩子依靠父母生活。,Children rely on their parents for living.
依依不舍,朋友们依依不舍地告别。,The friends said goodbye reluctantly.
依托,小镇经济依托旅游业。,The town's economy relies on tourism.
依据,他依据事实做出判断。,He made a judgment based on the facts.
依旧,她依旧每天早起锻炼。,She still gets up early to exercise every day.
依照,请依照规定办理手续。,Please handle the procedure according to regulations.
侧面,从侧面看这栋楼很高。,"Seen from the side, this building is very tall."
侵占,他非法侵占了公司财产。,He illegally embezzled the company's assets.
便于,这个设计便于携带。,This design is convenient to carry.
便利,网购给生活带来便利。,Online shopping brings convenience to life.
便捷,网上购物十分便捷。,Online shopping is very convenient.
便是,这便是我们的目标。,This is exactly our goal.
促使,这件事促使他改变。,This matter prompted him to change.
促销,商场正在举行促销活动。,The mall is holding a promotional sales event.
俗,每个地方都有自己的风俗。,Every place has its own customs.
俗话,俗话说得好，坚持就是胜利。,"As the saying goes, persistence is victory."
俗话说,俗话说熟能生巧。,"As the saying goes, practice makes perfect."
俗语,这句俗语大家都懂。,Everyone understands this common saying.
保养,定期保养能延长车的寿命。,Regular maintenance can extend a car's lifespan.
保守,他的想法比较保守。,His ideas are rather conservative.
保管,请把贵重物品保管好。,Please keep valuables in safekeeping.
保险,他给汽车买了保险。,He bought insurance for his car.
保障,政府保障公民的权利。,The government safeguards citizens' rights.
信仰,每个人都有自己的信仰。,Everyone has their own beliefs.
信号,这里的手机信号很弱。,The phone signal here is very weak.
信念,坚定的信念帮他渡过难关。,His firm belief helped him get through the crisis.
信用,他很讲信用。,He values his word.
信誉,这家银行信誉很好。,This bank has a very good reputation.
信赖,大家都很信赖他。,Everyone trusts him a lot.
修养,他很有文化修养。,He has strong cultural refinement.
修复,工人们修复了古建筑。,Workers restored the ancient building.
修路,村里正在修路。,The village is repairing the road.
倒下,他累得倒下就睡着了。,He was so tired he collapsed and fell asleep.
倒霉,今天真是太倒霉了。,Today is really unlucky.
候选人,三位候选人参加了辩论。,Three candidates joined the debate.
倚,她倚着窗户看风景。,She leaned against the window watching the scenery.
借用,我想借用一下你的手机。,I'd like to borrow your phone for a moment.
借鉴,我们可以借鉴他人经验。,We can learn from others' experience.
值班,今晚轮到我值班。,It's my turn to be on duty tonight.
值钱,这幅古画非常值钱。,This ancient painting is very valuable.
倾向,他倾向于选择安静的生活。,He tends to choose a quiet life.
倾斜,这座塔明显向一边倾斜。,This tower clearly leans to one side.
倾诉,她向朋友倾诉烦恼。,She poured out her worries to her friend.
假使,假使明天下雨怎么办？,What if it rains tomorrow?
假定,我们先假定这个说法成立。,Let's first assume this statement is true.
假装,他假装不认识我。,He pretended not to know me.
假设,假设明天下雨怎么办。,"Suppose it rains tomorrow, what then?"
偏,这幅画挂偏了。,This painting is hung crooked.
偏偏,我出门偏偏忘带雨伞。,"As luck would have it, I forgot my umbrella."
偏僻,他住在一个偏僻的山村。,He lives in a remote mountain village.
偏见,我们不应该对他人有偏见。,We shouldn't have prejudice against others.
偏远,他在一个偏远的山村工作。,He works in a remote mountain village.
停下,汽车突然停下了。,The car suddenly stopped.
停车位,商场里的停车位很紧张。,Parking spaces at the mall are very scarce.
停顿,他说话时停顿了一下。,He paused for a moment while speaking.
健全,国家正在健全法律制度。,The country is perfecting its legal system.
健壮,这匹马长得又高又健壮。,This horse is tall and strong.
偶像,她是我心中的偶像。,She is my idol.
偷,有人偷了他的钱包。,Someone stole his wallet.
偷偷,他偷偷溜出了教室。,He sneaked out of the classroom quietly.
傍晚,我们傍晚一起散步。,We take a walk together in the evening.
储备,国家储备了大量粮食。,The country has stockpiled a large amount of grain.
储存,冰箱可以储存食物。,The fridge can store food.
储蓄,她每月都坚持储蓄。,She saves money consistently every month.
催,妈妈催我快点起床。,Mom urged me to get up quickly.
催促,老师催促大家交作业。,The teacher urged everyone to hand in homework.
催眠,轻柔的音乐能催眠。,Soft music can lull you to sleep.
傲,他从不骄傲自满。,He is never arrogant or complacent.
傲慢,他的态度显得很傲慢。,His attitude seemed very arrogant.
傻,别做这么傻的事情。,Don't do such a foolish thing.
傻瓜,别把我当成傻瓜。,Don't treat me like a fool.
元宵节,元宵节那天我们吃汤圆。,On the Lantern Festival we eat sweet rice balls.
元旦,元旦那天我们放假。,We had a holiday on New Year's Day.
元素,水由两种元素组成。,Water is made up of two elements.
元首,两国元首举行了会谈。,The two heads of state held talks.
兄弟,他们俩是亲兄弟。,The two of them are brothers.
充沛,他今天精力十分充沛。,He is full of energy today.
充电器,我忘带充电器了。,I forgot to bring my charger.
先前,情况比先前好多了。,The situation is much better than before.
先后,他们先后到达了机场。,They arrived at the airport one after another.
光彩,这场演出十分光彩夺目。,This performance was dazzlingly brilliant.
光明,未来充满了光明。,The future is full of light.
光滑,这块石头表面很光滑。,This stone's surface is very smooth.
光芒,太阳发出耀眼光芒。,The sun emits dazzling rays of light.
光辉,太阳发出耀眼的光辉。,The sun gave off dazzling radiance.
克制,他努力克制自己的情绪。,He tried hard to control his emotions.
免,这次考试免了作文。,This exam exempted the essay section.
免不了,第一次上台免不了紧张。,"First time on stage, nervousness is unavoidable."
免疫,打疫苗能增强免疫能力。,Getting vaccinated boosts your immunity.
入侵,敌军试图入侵边境。,The enemy tried to invade the border.
入门,这本书适合初学者入门。,This book is suitable for beginners to get started.
全,他全都懂了。,He understood everything.
全体,全体同学都到齐了。,All the students have arrived.
全力,医生全力抢救病人。,The doctors made every effort to save the patient.
全力以赴,他全力以赴准备考试。,He is preparing for the exam with all his effort.
全年,这家工厂全年不停工。,This factory operates without stopping all year.
全心全意,医生全心全意照顾病人。,The doctor cared for patients wholeheartedly.
全球,这是全球关注的问题。,This is an issue of global concern.
全程,他全程陪伴着病人。,He accompanied the patient the whole time.
全能,她是学校的全能选手。,She is the school's all-round athlete.
全身,他全身都湿透了。,He was soaked all over.
全长,这座桥全长两公里。,This bridge is two kilometers long in total.
公主,这个故事讲的是一位公主。,This story is about a princess.
公交车,我每天坐公交车上班。,I take the bus to work every day.
公众,这项政策受到公众关注。,This policy has drawn public attention.
公告,学校贴出了一张公告。,The school posted an announcement.
公寓,她住在一栋新公寓里。,She lives in a new apartment building.
公布,学校公布了考试成绩。,The school announced the exam results.
公平,比赛结果非常公平。,The competition result is very fair.
公开,公司公开了财务报告。,The company made its financial report public.
公式,老师讲解了这个数学公式。,The teacher explained this math formula.
公益,他常常参加公益活动。,He often takes part in charity activities.
公约,两国签署了一项公约。,The two countries signed a convention.
公认,他是公认的天才。,He is a publicly acknowledged genius.
公顷,这片农田有十公顷。,This farmland covers ten hectares.
共,我们共花了百元。,We spent a hundred yuan in total.
关头,危急关头他保持冷静。,At the critical moment he stayed calm.
关怀,老师给了学生很多关怀。,The teacher gave the students much care.
关掉,睡觉前请关掉手机。,Please turn off your phone before sleeping.
关机,睡觉前请关机。,Please turn off your phone before sleeping.
关联,这两件事没有关联。,These two matters are unrelated.
关闭,商店晚上十点关闭。,The shop closes at ten at night.
兴建,政府计划兴建一座大桥。,The government plans to build a large bridge.
兴致,大家兴致勃勃地出发了。,Everyone set off in high spirits.
兴起,这项运动近年兴起。,This sport has risen in recent years.
兴高采烈,孩子们兴高采烈地跑出去。,The children ran out full of excitement.
兵,他年轻时当过兵。,He was a soldier when he was young.
其余,其余的问题下次再说。,We'll discuss the rest of the questions next time.
其后,他先说了原因，其后作出决定。,"He first explained the reason, and afterward made the decision."
其间,旅行其间发生很多趣事。,During the trip many fun things happened.
具体,请你说得更具体一些。,Please be more specific.
典型,这是一个典型的例子。,This is a typical example.
养生,多喝水有助于养生。,Drinking more water helps with health maintenance.
兼职,他周末做兼职赚钱。,He does a part-time job on weekends.
兼顾,工作和家庭很难兼顾。,It's hard to balance work and family.
内向,他性格比较内向。,He has a rather introverted personality.
内在,她的内在美更重要。,Her inner beauty matters more.
内外,全家内外都收拾干净了。,"The whole house, inside and out, was cleaned up."
内衣,冬天要穿保暖内衣。,In winter you should wear warm underwear.
内部,公司内部正在改革。,The company is undergoing internal reform.
